,Unnamed: 0,p1,p2,GT,pred_score,pred_label
1811,1811,C:\xvecs\test\0\F03_B2_UW73_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-15.069377843503396,0
1812,1812,C:\xvecs\test\3\M08_B2_UW72_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.653350430943405,0
1813,1813,C:\xvecs\test\3\M08_B2_UW72_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.927699700339378,0
1814,1814,C:\xvecs\test\3\M08_B2_UW72_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.360611379621449,0
1815,1815,C:\xvecs\test\3\M08_B2_UW72_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.369969079234247,1
1816,1816,C:\xvecs\test\3\F05_B2_UW52_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-22.283409794857143,0
1817,1817,C:\xvecs\test\3\F05_B2_UW52_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-20.69722805900141,0
1818,1818,C:\xvecs\test\3\F05_B2_UW52_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-21.338321184587166,0
1819,1819,C:\xvecs\test\3\F05_B2_UW52_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,-2.9190891701408823,0
1820,1820,C:\xvecs\test\0\F03_B2_UW32_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.3987141817803668,1
1821,1821,C:\xvecs\test\0\F03_B2_UW32_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.934308077252709,0
1822,1822,C:\xvecs\test\0\F03_B2_UW32_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.019370953777919,0
1823,1823,C:\xvecs\test\0\F03_B2_UW32_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.3390606158319365,0
1824,1824,C:\xvecs\test\0\F03_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.542570431977687,1
1825,1825,C:\xvecs\test\0\F03_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.950865996620617,0
1826,1826,C:\xvecs\test\0\F03_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.958420565044335,0
1827,1827,C:\xvecs\test\0\F03_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-8.126707523697789,0
1828,1828,C:\xvecs\test\2\M05_B2_UW95_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.724218469711504,0
1829,1829,C:\xvecs\test\2\M05_B2_UW95_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.719034290611395,0
1830,1830,C:\xvecs\test\2\M05_B2_UW95_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.414940658030126,1
1831,1831,C:\xvecs\test\2\M05_B2_UW95_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.4777853531014475,0
1832,1832,C:\xvecs\test\1\M07_B2_UW40_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.1136945297549445,0
1833,1833,C:\xvecs\test\1\M07_B2_UW40_M4_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.416587461110703,1
1834,1834,C:\xvecs\test\1\M07_B2_UW40_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.9374911392921597,0
1835,1835,C:\xvecs\test\1\M07_B2_UW40_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.476647037040507,0
1836,1836,C:\xvecs\test\3\M08_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-14.140235656991656,0
1837,1837,C:\xvecs\test\3\M08_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-14.943211021634411,0
1838,1838,C:\xvecs\test\3\M08_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-12.889131443594966,0
1839,1839,C:\xvecs\test\3\M08_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,0.5554366691112733,1
1840,1840,C:\xvecs\test\0\F03_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.9863040001911543,1
1841,1841,C:\xvecs\test\0\F03_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-11.730242577838695,0
1842,1842,C:\xvecs\test\0\F03_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-7.600333854211662,0
1843,1843,C:\xvecs\test\0\F03_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-9.32077523095833,0
1844,1844,C:\xvecs\test\3\M08_B2_UW9_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.1597347033224,0
1845,1845,C:\xvecs\test\3\M08_B2_UW9_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.66761698502993,0
1846,1846,C:\xvecs\test\3\M08_B2_UW9_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.615755478518899,0
1847,1847,C:\xvecs\test\3\M08_B2_UW9_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.3958249596145222,1
1848,1848,C:\xvecs\test\2\M05_B2_UW42_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.5443778863345443,0
1849,1849,C:\xvecs\test\2\M05_B2_UW42_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.593008707561356,0
1850,1850,C:\xvecs\test\2\M05_B2_UW42_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.2381754644023193,1
1851,1851,C:\xvecs\test\2\M05_B2_UW42_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.382187884058574,0
1852,1852,C:\xvecs\test\2\F04_B2_UW89_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-0.5808578942949723,0
1853,1853,C:\xvecs\test\2\F04_B2_UW89_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.7757854029513993,0
1854,1854,C:\xvecs\test\2\F04_B2_UW89_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,1.003200330447827,1
1855,1855,C:\xvecs\test\2\F04_B2_UW89_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-0.7789285056100415,0
1856,1856,C:\xvecs\test\3\M08_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.250970594393355,0
1857,1857,C:\xvecs\test\3\M08_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.66061343604542,0
1858,1858,C:\xvecs\test\3\M08_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.042559387162747,0
1859,1859,C:\xvecs\test\3\M08_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.5117824977231216,1
1860,1860,C:\xvecs\test\3\M08_B2_UW43_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.7508306236011038,0
1861,1861,C:\xvecs\test\3\M08_B2_UW43_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.728999836815529,0
1862,1862,C:\xvecs\test\3\M08_B2_UW43_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.0229247643441965,0
1863,1863,C:\xvecs\test\3\M08_B2_UW43_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.002047093552436,1
1864,1864,C:\xvecs\test\3\F05_B2_UW97_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-9.532697505667027,0
1865,1865,C:\xvecs\test\3\F05_B2_UW97_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-9.605801783618254,0
1866,1866,C:\xvecs\test\3\F05_B2_UW97_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-9.200745196397186,0
1867,1867,C:\xvecs\test\3\F05_B2_UW97_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,1.936829336246392,1
1868,1868,C:\xvecs\test\3\F05_B2_UW87_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-15.001289891725108,0
1869,1869,C:\xvecs\test\3\F05_B2_UW87_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-14.977520562219965,0
1870,1870,C:\xvecs\test\3\F05_B2_UW87_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-13.966764443868858,0
1871,1871,C:\xvecs\test\3\F05_B2_UW87_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,0.2771528790444435,1
1872,1872,C:\xvecs\test\1\M07_B2_UW100_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.5627592202392506,0
1873,1873,C:\xvecs\test\1\M07_B2_UW100_M4_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.076590088821586,1
1874,1874,C:\xvecs\test\1\M07_B2_UW100_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.743363614252999,0
1875,1875,C:\xvecs\test\1\M07_B2_UW100_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.567524936561238,0
1876,1876,C:\xvecs\test\0\F03_B2_UW74_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.4245754233676848,1
1877,1877,C:\xvecs\test\0\F03_B2_UW74_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-13.918062534127237,0
1878,1878,C:\xvecs\test\0\F03_B2_UW74_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-9.495377782932085,0
1879,1879,C:\xvecs\test\0\F03_B2_UW74_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-11.426900347686114,0
1880,1880,C:\xvecs\test\0\F03_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.612288422217002,1
1881,1881,C:\xvecs\test\0\F03_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.430182427555884,0
1882,1882,C:\xvecs\test\0\F03_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.9751947617715544,0
1883,1883,C:\xvecs\test\0\F03_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.5444623334602845,0
1884,1884,C:\xvecs\test\0\F03_B2_UW79_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.9581054911052789,1
1885,1885,C:\xvecs\test\0\F03_B2_UW79_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-11.849507668894564,0
1886,1886,C:\xvecs\test\0\F03_B2_UW79_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-8.673327840099706,0
1887,1887,C:\xvecs\test\0\F03_B2_UW79_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-10.420381815795253,0
1888,1888,C:\xvecs\test\1\F02_B2_UW95_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.100755469182634,0
1889,1889,C:\xvecs\test\1\F02_B2_UW95_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.489003787036676,1
1890,1890,C:\xvecs\test\1\F02_B2_UW95_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.489026584201959,0
1891,1891,C:\xvecs\test\1\F02_B2_UW95_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.621454536330345,0
1892,1892,C:\xvecs\test\2\M05_B2_UW4_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.891542867115117,0
1893,1893,C:\xvecs\test\2\M05_B2_UW4_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.882350719781201,0
1894,1894,C:\xvecs\test\2\M05_B2_UW4_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.3737748841908797,1
1895,1895,C:\xvecs\test\2\M05_B2_UW4_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.379261490796562,0
1896,1896,C:\xvecs\test\2\M05_B2_UW35_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-9.008257523225907,0
1897,1897,C:\xvecs\test\2\M05_B2_UW35_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-9.279749668049146,0
1898,1898,C:\xvecs\test\2\M05_B2_UW35_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,1.9531283108548187,1
1899,1899,C:\xvecs\test\2\M05_B2_UW35_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.188697510541065,0
1900,1900,C:\xvecs\test\0\F03_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.250696869640997,1
1901,1901,C:\xvecs\test\0\F03_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-14.33125556118133,0
1902,1902,C:\xvecs\test\0\F03_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-11.136694084778373,0
1903,1903,C:\xvecs\test\0\F03_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-12.80671620760991,0
1904,1904,C:\xvecs\test\0\F03_B2_UW63_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.5848970471140262,1
1905,1905,C:\xvecs\test\0\F03_B2_UW63_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.264897569239675,0
1906,1906,C:\xvecs\test\0\F03_B2_UW63_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.883895782814854,0
1907,1907,C:\xvecs\test\0\F03_B2_UW63_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.8001660254114995,0
1908,1908,C:\xvecs\test\2\F04_B2_UW75_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.103174413008274,0
1909,1909,C:\xvecs\test\2\F04_B2_UW75_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.9128658650011356,0
1910,1910,C:\xvecs\test\2\F04_B2_UW75_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.0302007910258784,1
1911,1911,C:\xvecs\test\2\F04_B2_UW75_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-1.7078731908700018,0
1912,1912,C:\xvecs\test\2\M05_B2_UW81_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.663522751787898,0
1913,1913,C:\xvecs\test\2\M05_B2_UW81_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-7.700611755444832,0
1914,1914,C:\xvecs\test\2\M05_B2_UW81_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.2932229469692444,1
1915,1915,C:\xvecs\test\2\M05_B2_UW81_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.621786092057281,0
1916,1916,C:\xvecs\test\1\M07_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-9.354422625715856,0
1917,1917,C:\xvecs\test\1\M07_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,1.7690070592533154,1
1918,1918,C:\xvecs\test\1\M07_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-9.868982006164646,0
1919,1919,C:\xvecs\test\1\M07_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-11.647144819868416,0
1920,1920,C:\xvecs\test\0\F03_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,-1.2713194757628514,0
1921,1921,C:\xvecs\test\0\F03_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-21.152921145450605,0
1922,1922,C:\xvecs\test\0\F03_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-16.92510641197547,0
1923,1923,C:\xvecs\test\0\F03_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-18.564036788456825,0
1924,1924,C:\xvecs\test\3\M08_B2_UW88_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-1.7780098662868653,0
1925,1925,C:\xvecs\test\3\M08_B2_UW88_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-0.9107265489805734,0
1926,1926,C:\xvecs\test\3\M08_B2_UW88_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.436131935480782,0
1927,1927,C:\xvecs\test\3\M08_B2_UW88_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,1.0977115579396752,1
1928,1928,C:\xvecs\test\3\M08_B2_UW86_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.526528089114564,0
1929,1929,C:\xvecs\test\3\M08_B2_UW86_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.541362047825725,0
1930,1930,C:\xvecs\test\3\M08_B2_UW86_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.439795797628481,0
1931,1931,C:\xvecs\test\3\M08_B2_UW86_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.5101411585401916,1
1932,1932,C:\xvecs\test\2\M05_B2_UW59_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.5698144560554113,0
1933,1933,C:\xvecs\test\2\M05_B2_UW59_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-1.5094647092046785,0
1934,1934,C:\xvecs\test\2\M05_B2_UW59_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,1.7965807853101676,1
1935,1935,C:\xvecs\test\2\M05_B2_UW59_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.232400778116741,0
1936,1936,C:\xvecs\test\1\M07_B2_UW76_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-24.729788261955044,0
1937,1937,C:\xvecs\test\1\M07_B2_UW76_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,-3.5428428992568257,0
1938,1938,C:\xvecs\test\1\M07_B2_UW76_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-20.88918608211203,0
1939,1939,C:\xvecs\test\1\M07_B2_UW76_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-23.987809338873177,0
1940,1940,C:\xvecs\test\2\M05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.9045509560354255,0
1941,1941,C:\xvecs\test\2\M05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.435497326319769,0
1942,1942,C:\xvecs\test\2\M05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.4945656157302736,1
1943,1943,C:\xvecs\test\2\M05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.442750014550139,0
1944,1944,C:\xvecs\test\3\F05_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.042601536568659,0
1945,1945,C:\xvecs\test\3\F05_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.614422315274565,0
1946,1946,C:\xvecs\test\3\F05_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.441110595895342,0
1947,1947,C:\xvecs\test\3\F05_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.409985599629662,1
1948,1948,C:\xvecs\test\2\M05_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.9422311466486697,0
1949,1949,C:\xvecs\test\2\M05_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.036520051086512,0
1950,1950,C:\xvecs\test\2\M05_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.335561669769808,1
1951,1951,C:\xvecs\test\2\M05_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.6546855823179385,0
1952,1952,C:\xvecs\test\0\F03_B2_UW38_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,-2.3616269645746044,0
1953,1953,C:\xvecs\test\0\F03_B2_UW38_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-23.59144264908563,0
1954,1954,C:\xvecs\test\0\F03_B2_UW38_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-18.71710772609616,0
1955,1955,C:\xvecs\test\0\F03_B2_UW38_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-20.926737347362838,0
1956,1956,C:\xvecs\test\1\F02_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.062693168673773,0
1957,1957,C:\xvecs\test\1\F02_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.1314008560334745,1
1958,1958,C:\xvecs\test\1\F02_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.2620464306225827,0
1959,1959,C:\xvecs\test\1\F02_B2_UW32_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.9305242630085164,0
1960,1960,C:\xvecs\test\2\F04_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.8828068641780007,0
1961,1961,C:\xvecs\test\2\F04_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.829565858408756,0
1962,1962,C:\xvecs\test\2\F04_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.1610884651608355,1
1963,1963,C:\xvecs\test\2\F04_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.4150335634895157,0
1964,1964,C:\xvecs\test\3\F05_B2_UW70_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.744902810469018,0
1965,1965,C:\xvecs\test\3\F05_B2_UW70_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.177825304317343,0
1966,1966,C:\xvecs\test\3\F05_B2_UW70_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-7.304852004303871,0
1967,1967,C:\xvecs\test\3\F05_B2_UW70_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.3107718613367503,1
1968,1968,C:\xvecs\test\0\F03_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.6666221123539344,1
1969,1969,C:\xvecs\test\0\F03_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.7443895746169815,0
1970,1970,C:\xvecs\test\0\F03_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.822107925068746,0
1971,1971,C:\xvecs\test\0\F03_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.602283725430937,0
1972,1972,C:\xvecs\test\2\F04_B2_UW83_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.2301610101475315,0
1973,1973,C:\xvecs\test\2\F04_B2_UW83_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.183544969334145,0
1974,1974,C:\xvecs\test\2\F04_B2_UW83_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.4338562662424454,1
1975,1975,C:\xvecs\test\2\F04_B2_UW83_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.6580303114237385,0
1976,1976,C:\xvecs\test\1\F02_B2_UW65_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.6794485833164146,0
1977,1977,C:\xvecs\test\1\F02_B2_UW65_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.1151692630494203,1
1978,1978,C:\xvecs\test\1\F02_B2_UW65_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.4817995574915237,0
1979,1979,C:\xvecs\test\1\F02_B2_UW65_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.7823722735125926,0
1980,1980,C:\xvecs\test\2\F04_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.396374133515561,0
1981,1981,C:\xvecs\test\2\F04_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-1.6121910707490592,0
1982,1982,C:\xvecs\test\2\F04_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,1.8949278631630175,1
1983,1983,C:\xvecs\test\2\F04_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.407824439555352,0
1984,1984,C:\xvecs\test\0\F03_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.2864284367419216,1
1985,1985,C:\xvecs\test\0\F03_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-14.347736174717646,0
1986,1986,C:\xvecs\test\0\F03_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-10.936460947006541,0
1987,1987,C:\xvecs\test\0\F03_B2_UW24_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-12.399173600856933,0
1988,1988,C:\xvecs\test\0\F03_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.7198433040778465,1
1989,1989,C:\xvecs\test\0\F03_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.72139960950288,0
1990,1990,C:\xvecs\test\0\F03_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-1.365334949264085,0
1991,1991,C:\xvecs\test\0\F03_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-1.791080470001118,0
1992,1992,C:\xvecs\test\3\F05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.747517804364643,0
1993,1993,C:\xvecs\test\3\F05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-7.689974211946081,0
1994,1994,C:\xvecs\test\3\F05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.492777055435798,0
1995,1995,C:\xvecs\test\3\F05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.417442296967563,1
1996,1996,C:\xvecs\test\1\M07_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.83477626981108,0
1997,1997,C:\xvecs\test\1\M07_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.4025447751692557,1
1998,1998,C:\xvecs\test\1\M07_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.160882094250518,0
1999,1999,C:\xvecs\test\1\M07_B2_UW39_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.806727802710888,0
2000,2000,C:\xvecs\test\1\M07_B2_UW14_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-10.312949704675194,0
2001,2001,C:\xvecs\test\1\M07_B2_UW14_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,1.9818495057809358,1
2002,2002,C:\xvecs\test\1\M07_B2_UW14_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-7.625445917580432,0
2003,2003,C:\xvecs\test\1\M07_B2_UW14_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-9.959360378360614,0
2004,2004,C:\xvecs\test\0\M04_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.6001485785198373,1
2005,2005,C:\xvecs\test\0\M04_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.892323500062533,0
2006,2006,C:\xvecs\test\0\M04_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.4481222365115833,0
2007,2007,C:\xvecs\test\0\M04_B2_UW51_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.601298985632729,0
2008,2008,C:\xvecs\test\3\M08_B2_UW27_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.864634901434334,0
2009,2009,C:\xvecs\test\3\M08_B2_UW27_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-7.736576803429687,0
2010,2010,C:\xvecs\test\3\M08_B2_UW27_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-7.238564177882804,0
2011,2011,C:\xvecs\test\3\M08_B2_UW27_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.270690478428298,1
2012,2012,C:\xvecs\test\1\M07_B2_UW58_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-17.696973978866296,0
